"","location","start.date","stratum","start.depth_m","end.depth_m","taxon.code","species.name","subsample.volume_mL","cell.count","correction.factor","cell.length_um","cell.width_um","cell.volume_um3","cell.density_cells.L","biomass_mg.m3","stratum.volume"
"1287","227",2015-06-15,"META","1.24","4","P5514","Tabellaria flocculsa (Roth) Kutzing","2","11","1000","26.60","14.00","1364.90","11000","15.01",NA
"1288","227",2015-06-15,"META","1.24","4","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","46","39683","34.00","4.00","142.40","1825418","259.94",NA
"1289","227",2015-06-15,"META","1.24","4","P6554","Rhodomonas minuta Skuja","2","2","39683","13.00","6.00","163.40","79366","12.97",NA
"1290","227",2015-06-15,"META","1.24","4","P6558","Cryptomonas erosa Ehrenberg","2","62","1000","25.20","14.00","1724.10","62000","106.89",NA
"1291","227",2015-06-15,"META","1.24","4","P6565","Cryptomonas rostratiformis Skuja","2","1","1000","31.00","14.00","2120.90","1000","2.12",NA
"1292","227",2015-06-15,"META","1.24","4","P6568","Katablepharis ovalis Skuja","2","8","39683","9.00","4.00","56.50","317464","17.94",NA
"1293","227",2015-06-15,"META","1.24","4","P7632","Gymnodinium sp.","2","36","1000","31.00","31.00","15598.50","36000","561.55",NA
"1294","227",2015-06-15,"META","1.24","4","P7639","Peridinium pusillum (Penard) Lemmermann","2","25","1000","18.20","18.20","3156.60","25000","78.92",NA
"1295","227",2015-06-15,"META","1.24","4","P7641","Peridinium aciculiferum Lemmermann","2","1","1000","30.00","24.00","9047.80","1000","9.05",NA
"1296","227",2015-06-29,"EPI","0","1.25","P1043","Aphanizomenon gracile (Lemmermann) Lemmermann","2","86","39683","6.30","4.20","58.20","3412738","198.62",NA
"1297","227",2015-06-29,"EPI","0","1.25","P1072","Heterocysts","2","2","39683","5.30","5.30","78.00","79366","6.19",NA
"1298","227",2015-06-29,"EPI","0","1.25","P1099","Aphanizomenon skujae Kom-Legn. & Crongerg","2","21945","39683","4.70","2.00","9.80","870843435","8534.27",NA
"1299","227",2015-06-29,"EPI","0","1.25","P1100"," Heterocycts (Aphanizomenon skujae)","2","627","39683","4.50","2.50","14.70","24881241","365.75",NA
"1300","227",2015-06-29,"EPI","0","1.25","P2112","Sphaerocystis schroeteri Chodat","2","5","39683","3.00","3.00","14.10","198415","2.80",NA
"1301","227",2015-06-29,"EPI","0","1.25","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","4","39683","4.00","4.00","11.20","158732","1.78",NA
"1302","227",2015-06-29,"EPI","0","1.25","P2121","Oocystis lacustris Chodat","2","3","39683","6.00","4.00","50.30","119049","5.99",NA
"1303","227",2015-06-29,"EPI","0","1.25","P2126","Chodatella sp.","2","1","39683","6.00","4.00","50.30","39683","2.00",NA
"1304","227",2015-06-29,"EPI","0","1.25","P2132","Scenedesmus denticulatus Lagerhiem","2","29","39683","11.00","5.00","96.00","1150807","110.48",NA
"1305","227",2015-06-29,"EPI","0","1.25","P2136","Dictyosphaerium pulchellum Wood","2","8","39683","6.00","6.00","113.10","317464","35.91",NA
"1306","227",2015-06-29,"EPI","0","1.25","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","10","39683","18.20","1.50","16.10","396830","6.39",NA
"1307","227",2015-06-29,"EPI","0","1.25","P2145","Crucigenia quadrata Morr.","2","13","39683","10.30","5.00","92.60","515879","47.77",NA
"1308","227",2015-06-29,"EPI","0","1.25","P2146","Crucigeniella rectangularis (Nag.) Komarek","2","7","39683","6.00","4.00","25.10","277781","6.97",NA
"1309","227",2015-06-29,"EPI","0","1.25","P2206","Botryococcus braunii Kutzing","2","2","1000","10.00","10.00","523.60","2000","1.05",NA
"1310","227",2015-06-29,"EPI","0","1.25","P2222","Treubaria sp.","2","1","39683","3.00","3.00","14.10","39683","0.56",NA
"1311","227",2015-06-29,"EPI","0","1.25","P2255","Selenastrum copricornutum Printz","2","8","39683","6.90","2.10","15.90","317464","5.05",NA
"1312","227",2015-06-29,"EPI","0","1.25","P4351","Small chrysophyceae","2","6","39683","3.20","3.20","17.20","238098","4.10",NA
"1313","227",2015-06-29,"EPI","0","1.25","P4355","Chrysochromulina parva Lackey","2","1","39683","5.00","5.00","65.40","39683","2.60",NA
"1314","227",2015-06-29,"EPI","0","1.25","P4358","Chrysostephanospaera globulifera Scherffel","2","2","39683","8.30","8.30","299.40","79366","23.76",NA
"1315","227",2015-06-29,"EPI","0","1.25","P4363","Spinifiromonas sirratus***************","2","1","39683","5.20","5.20","73.60","39683","2.92",NA
"1316","227",2015-06-29,"EPI","0","1.25","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","1","39683","5.40","3.20","29.00","39683","1.15",NA
"1317","227",2015-06-29,"EPI","0","1.25","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","49","39683","31.70","4.00","132.80","1944467","258.23",NA
"1318","227",2015-06-29,"EPI","0","1.25","P6558","Cryptomonas erosa Ehrenberg","2","69","1000","26.00","14.00","1778.80","69000","122.74",NA
"1319","227",2015-06-29,"EPI","0","1.25","P6565","Cryptomonas rostratiformis Skuja","2","2","1000","33.00","14.00","2257.80","2000","4.52",NA
"1320","227",2015-06-29,"EPI","0","1.25","P6568","Katablepharis ovalis Skuja","2","6","39683","8.30","4.00","48.10","238098","11.45",NA
"1321","227",2015-06-29,"EPI","0","1.25","P7632","Gymnodinium sp.","2","1","1000","26.90","26.90","10191.90","1000","10.19",NA
"1322","227",2015-06-29,"EPI","0","1.25","P7639","Peridinium pusillum (Penard) Lemmermann","2","1","1000","16.40","16.40","2309.60","1000","2.31",NA
"1323","227",2015-06-29,"META","1.25","2.25","P1099","Aphanizomenon skujae Kom-Legn. & Crongerg","2","17325","39683","4.70","2.00","9.80","687507975","6737.58",NA
"1324","227",2015-06-29,"META","1.25","2.25","P1100"," Heterocycts (Aphanizomenon skujae)","2","866","39683","4.50","2.50","14.70","34365478","505.17",NA
"1325","227",2015-06-29,"META","1.25","2.25","P2112","Sphaerocystis schroeteri Chodat","2","1","39683","4.00","4.00","33.50","39683","1.33",NA
"1326","227",2015-06-29,"META","1.25","2.25","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","8","39683","4.00","4.00","11.20","317464","3.56",NA
"1327","227",2015-06-29,"META","1.25","2.25","P2121","Oocystis lacustris Chodat","2","2","39683","6.00","4.00","50.30","79366","3.99",NA
"1328","227",2015-06-29,"META","1.25","2.25","P2126","Chodatella sp.","2","1","39683","6.00","3.00","28.30","39683","1.12",NA
"1329","227",2015-06-29,"META","1.25","2.25","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","19","39683","11.10","5.00","96.90","753977","73.06",NA
"1330","227",2015-06-29,"META","1.25","2.25","P2132","Scenedesmus denticulatus Lagerhiem","2","14","39683","10.00","4.30","64.50","555562","35.83",NA
"1331","227",2015-06-29,"META","1.25","2.25","P2136","Dictyosphaerium pulchellum Wood","2","37","39683","6.00","6.00","113.10","1468271","166.06",NA
"1332","227",2015-06-29,"META","1.25","2.25","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","6","39683","20.00","1.50","17.70","238098","4.21",NA
"1333","227",2015-06-29,"META","1.25","2.25","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","1","39683","6.00","6.00","37.70","39683","1.50",NA
"1334","227",2015-06-29,"META","1.25","2.25","P2206","Botryococcus braunii Kutzing","2","4","1000","12.00","12.00","904.80","4000","3.62",NA
"1335","227",2015-06-29,"META","1.25","2.25","P2235","Ankistrodesmus spiralis Lemmermann","2","5","39683","30.00","2.20","57.00","198415","11.31",NA
"1336","227",2015-06-29,"META","1.25","2.25","P2255","Selenastrum copricornutum Printz","2","3","39683","6.20","2.10","14.30","119049","1.70",NA
"1337","227",2015-06-29,"META","1.25","2.25","P4355","Chrysochromulina parva Lackey","2","3","39683","5.00","5.00","65.40","119049","7.79",NA
"1338","227",2015-06-29,"META","1.25","2.25","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","1","39683","5.90","3.00","27.80","39683","1.10",NA
"1339","227",2015-06-29,"META","1.25","2.25","P5511","Rhizosolenia eriense H.L. Smith","2","2","39683","12.00","3.00","84.80","79366","6.73",NA
"1340","227",2015-06-29,"META","1.25","2.25","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","73","39683","34.00","4.00","142.40","2896859","412.51",NA
"1341","227",2015-06-29,"META","1.25","2.25","P6558","Cryptomonas erosa Ehrenberg","2","122","1000","25.10","14.00","1717.30","122000","209.51",NA
"1342","227",2015-06-29,"META","1.25","2.25","P6562","Cryptomonas reflexa (Marsson) Skuja","2","3","1000","22.00","10.00","767.90","3000","2.30",NA
"1343","227",2015-06-29,"META","1.25","2.25","P6565","Cryptomonas rostratiformis Skuja","2","6","1000","33.00","14.00","2257.80","6000","13.55",NA
"1344","227",2015-06-29,"META","1.25","2.25","P6568","Katablepharis ovalis Skuja","2","3","39683","8.10","4.00","45.80","119049","5.45",NA
"1345","227",2015-06-29,"META","1.25","2.25","P7632","Gymnodinium sp.","2","12","1000","31.00","31.00","15598.50","12000","187.18",NA
"1346","227",2015-06-29,"META","1.25","2.25","P7639","Peridinium pusillum (Penard) Lemmermann","2","2","1000","20.00","18.00","3392.90","2000","6.79",NA
"1347","227",2015-06-29,"META","1.25","2.25","P7641","Peridinium aciculiferum Lemmermann","2","2","1000","30.00","24.00","9047.80","2000","18.10",NA
"1348","227",2015-07-13,"EPI","0","1.25","P1052","Limnothrix redekei (Van Goor) Meffert","2","2","39683","200.00","2.00","628.30","79366","49.87",NA
"1349","227",2015-07-13,"EPI","0","1.25","P1099","Aphanizomenon skujae Kom-Legn. & Crongerg","2","7770","39683","5.00","2.00","10.50","308336910","3237.54",NA
"1350","227",2015-07-13,"EPI","0","1.25","P1100"," Heterocycts (Aphanizomenon skujae)","2","407","39683","4.50","2.50","14.70","16150981","237.42",NA
"1351","227",2015-07-13,"EPI","0","1.25","P2105","Chlamydomonas spp.","2","2","39683","7.00","3.00","33.00","79366","2.62",NA
"1352","227",2015-07-13,"EPI","0","1.25","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","8","39683","4.00","4.00","11.20","317464","3.56",NA
"1353","227",2015-07-13,"EPI","0","1.25","P2121","Oocystis lacustris Chodat","2","11","39683","6.00","4.00","50.30","436513","21.96",NA
"1354","227",2015-07-13,"EPI","0","1.25","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","30","39683","7.60","4.00","42.40","1190490","50.48",NA
"1355","227",2015-07-13,"EPI","0","1.25","P2132","Scenedesmus denticulatus Lagerhiem","2","76","39683","9.00","4.00","50.30","3015908","151.70",NA
"1356","227",2015-07-13,"EPI","0","1.25","P2136","Dictyosphaerium pulchellum Wood","2","133","39683","6.00","6.00","113.10","5277839","596.92",NA
"1357","227",2015-07-13,"EPI","0","1.25","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","12","39683","21.00","1.50","18.60","476196","8.86",NA
"1358","227",2015-07-13,"EPI","0","1.25","P2146","Crucigeniella rectangularis (Nag.) Komarek","2","6","39683","6.00","4.00","25.10","238098","5.98",NA
"1359","227",2015-07-13,"EPI","0","1.25","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","2","39683","6.00","6.00","37.70","79366","2.99",NA
"1360","227",2015-07-13,"EPI","0","1.25","P2222","Treubaria sp.","2","1","39683","3.00","3.00","14.10","39683","0.56",NA
"1361","227",2015-07-13,"EPI","0","1.25","P2255","Selenastrum copricornutum Printz","2","18","39683","6.90","2.20","17.50","714294","12.50",NA
"1362","227",2015-07-13,"EPI","0","1.25","P4351","Small chrysophyceae","2","20","39683","2.90","2.90","12.80","793660","10.16",NA
"1363","227",2015-07-13,"EPI","0","1.25","P4355","Chrysochromulina parva Lackey","2","11","39683","5.00","5.00","65.40","436513","28.55",NA
"1364","227",2015-07-13,"EPI","0","1.25","P4358","Chrysostephanospaera globulifera Scherffel","2","1","39683","9.60","9.60","463.20","39683","18.38",NA
"1365","227",2015-07-13,"EPI","0","1.25","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","10","39683","5.00","2.20","12.70","396830","5.04",NA
"1366","227",2015-07-13,"EPI","0","1.25","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","11","39683","34.00","4.00","142.40","436513","62.16",NA
"1367","227",2015-07-13,"EPI","0","1.25","P6557","Cryptomonas pusilla Bachmann","2","3","39683","16.00","8.00","357.40","119049","42.55",NA
"1368","227",2015-07-13,"EPI","0","1.25","P6558","Cryptomonas erosa Ehrenberg","2","173","1000","24.60","14.00","1683.10","173000","291.18",NA
"1369","227",2015-07-13,"EPI","0","1.25","P6565","Cryptomonas rostratiformis Skuja","2","23","1000","32.00","14.00","2189.30","23000","50.35",NA
"1370","227",2015-07-13,"EPI","0","1.25","P6568","Katablepharis ovalis Skuja","2","3","39683","8.20","4.00","46.90","119049","5.58",NA
"1371","227",2015-07-13,"EPI","0","1.25","P7632","Gymnodinium sp.","2","12","1000","24.60","24.60","7794.80","12000","93.54",NA
"1372","227",2015-07-13,"EPI","0","1.25","P7639","Peridinium pusillum (Penard) Lemmermann","2","6","1000","19.30","18.00","3274.20","6000","19.65",NA
"1373","227",2015-07-13,"META","1.25","3.25","P1099","Aphanizomenon skujae Kom-Legn. & Crongerg","2","12128","39683","4.80","2.00","10.10","481275424","4860.88",NA
"1374","227",2015-07-13,"META","1.25","3.25","P1100"," Heterocycts (Aphanizomenon skujae)","2","638","39683","4.50","2.50","14.70","25317754","372.17",NA
"1375","227",2015-07-13,"META","1.25","3.25","P2105","Chlamydomonas spp.","2","1","39683","6.00","3.00","28.30","39683","1.12",NA
"1376","227",2015-07-13,"META","1.25","3.25","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","9","39683","4.00","4.00","11.20","357147","4.00",NA
"1377","227",2015-07-13,"META","1.25","3.25","P2121","Oocystis lacustris Chodat","2","10","39683","6.00","4.00","50.30","396830","19.96",NA
"1378","227",2015-07-13,"META","1.25","3.25","P2126","Chodatella sp.","2","1","39683","6.00","4.00","50.30","39683","2.00",NA
"1379","227",2015-07-13,"META","1.25","3.25","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","13","39683","9.00","4.00","50.30","515879","25.95",NA
"1380","227",2015-07-13,"META","1.25","3.25","P2132","Scenedesmus denticulatus Lagerhiem","2","131","39683","10.00","5.00","87.30","5198473","453.83",NA
"1381","227",2015-07-13,"META","1.25","3.25","P2136","Dictyosphaerium pulchellum Wood","2","78","39683","6.00","6.00","113.10","3095274","350.08",NA
"1382","227",2015-07-13,"META","1.25","3.25","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","17","39683","41.00","1.50","36.20","674611","24.42",NA
"1383","227",2015-07-13,"META","1.25","3.25","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","1","39683","6.00","6.00","37.70","39683","1.50",NA
"1384","227",2015-07-13,"META","1.25","3.25","P2222","Treubaria sp.","2","1","39683","3.00","3.00","14.10","39683","0.56",NA
"1385","227",2015-07-13,"META","1.25","3.25","P2255","Selenastrum copricornutum Printz","2","41","39683","6.90","2.20","17.50","1627003","28.47",NA
"1386","227",2015-07-13,"META","1.25","3.25","P2260","Monomastix minuta Skuja","2","6","39683","6.00","3.20","21.40","238098","5.10",NA
"1387","227",2015-07-13,"META","1.25","3.25","P4351","Small chrysophyceae","2","15","39683","3.40","3.40","20.60","595245","12.26",NA
"1388","227",2015-07-13,"META","1.25","3.25","P4352","Large chrysophyceae","2","3","39683","7.00","7.00","179.60","119049","21.38",NA
"1389","227",2015-07-13,"META","1.25","3.25","P4355","Chrysochromulina parva Lackey","2","7","39683","5.00","5.00","65.40","277781","18.17",NA
"1390","227",2015-07-13,"META","1.25","3.25","P4358","Chrysostephanospaera globulifera Scherffel","2","1","39683","7.60","7.60","229.80","39683","9.12",NA
"1391","227",2015-07-13,"META","1.25","3.25","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","21","39683","4.60","2.20","11.70","833343","9.75",NA
"1392","227",2015-07-13,"META","1.25","3.25","P5511","Rhizosolenia eriense H.L. Smith","2","5","39683","12.00","2.00","37.70","198415","7.48",NA
"1393","227",2015-07-13,"META","1.25","3.25","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","36","39683","31.00","4.00","129.90","1428588","185.57",NA
"1394","227",2015-07-13,"META","1.25","3.25","P6557","Cryptomonas pusilla Bachmann","2","3","39683","14.90","8.00","332.90","119049","39.63",NA
"1395","227",2015-07-13,"META","1.25","3.25","P6558","Cryptomonas erosa Ehrenberg","2","163","1000","24.60","14.00","1683.10","163000","274.35",NA
"1396","227",2015-07-13,"META","1.25","3.25","P6565","Cryptomonas rostratiformis Skuja","2","13","1000","35.00","14.00","2394.60","13000","31.13",NA
"1397","227",2015-07-13,"META","1.25","3.25","P6568","Katablepharis ovalis Skuja","2","3","39683","7.60","4.00","40.30","119049","4.80",NA
"1398","227",2015-07-13,"META","1.25","3.25","P7632","Gymnodinium sp.","2","20","1000","24.60","24.60","7794.80","20000","155.90",NA
"1399","227",2015-07-13,"META","1.25","3.25","P7632","Gymnodinium sp.","2","7","1000","32.00","32.00","17157.30","7000","120.10",NA
"1400","227",2015-07-13,"META","1.25","3.25","P7639","Peridinium pusillum (Penard) Lemmermann","2","6","1000","18.00","18.00","3053.60","6000","18.32",NA
"1401","227",2015-07-27,"EPI","0","1","P1052","Limnothrix redekei (Van Goor) Meffert","2","6","39683","169.00","2.00","530.90","238098","126.41",NA
"1402","227",2015-07-27,"EPI","0","1","P1099","Aphanizomenon skujae Kom-Legn. & Crongerg","2","4043","39683","5.00","2.00","10.50","160438369","1684.60",NA
"1403","227",2015-07-27,"EPI","0","1","P1100"," Heterocycts (Aphanizomenon skujae)","2","163","39683","4.60","2.50","15.10","6468329","97.67",NA
"1404","227",2015-07-27,"EPI","0","1","P2105","Chlamydomonas spp.","2","10","39683","8.00","3.00","37.70","396830","14.96",NA
"1405","227",2015-07-27,"EPI","0","1","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","26","39683","4.00","4.00","11.20","1031758","11.56",NA
"1406","227",2015-07-27,"EPI","0","1","P2121","Oocystis lacustris Chodat","2","9","39683","6.00","4.00","50.30","357147","17.96",NA
"1407","227",2015-07-27,"EPI","0","1","P2126","Chodatella sp.","2","1","39683","6.00","3.00","28.30","39683","1.12",NA
"1408","227",2015-07-27,"EPI","0","1","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","4","39683","9.00","4.00","50.30","158732","7.98",NA
"1409","227",2015-07-27,"EPI","0","1","P2132","Scenedesmus denticulatus Lagerhiem","2","20","39683","11.00","5.00","96.00","793660","76.19",NA
"1410","227",2015-07-27,"EPI","0","1","P2136","Dictyosphaerium pulchellum Wood","2","63","39683","6.00","6.00","113.10","2500029","282.75",NA
"1411","227",2015-07-27,"EPI","0","1","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","3","39683","19.00","1.50","16.80","119049","2.00",NA
"1412","227",2015-07-27,"EPI","0","1","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","57","39683","6.00","6.00","37.70","2261931","85.27",NA
"1413","227",2015-07-27,"EPI","0","1","P2222","Treubaria sp.","2","1","39683","3.00","3.00","14.10","39683","0.56",NA
"1414","227",2015-07-27,"EPI","0","1","P2235","Ankistrodesmus spiralis Lemmermann","2","2","39683","29.00","2.10","50.20","79366","3.98",NA
"1415","227",2015-07-27,"EPI","0","1","P2255","Selenastrum copricornutum Printz","2","78","39683","8.00","2.20","20.30","3095274","62.83",NA
"1416","227",2015-07-27,"EPI","0","1","P4351","Small chrysophyceae","2","6","39683","2.90","2.90","12.80","238098","3.05",NA
"1417","227",2015-07-27,"EPI","0","1","P4355","Chrysochromulina parva Lackey","2","818","39683","5.00","5.00","65.40","32460694","2122.93",NA
"1418","227",2015-07-27,"EPI","0","1","P4358","Chrysostephanospaera globulifera Scherffel","2","4","39683","8.20","8.20","288.70","158732","45.83",NA
"1419","227",2015-07-27,"EPI","0","1","P4363","Spinifiromonas sirratus***************","2","43","39683","6.10","6.10","118.80","1706369","202.72",NA
"1420","227",2015-07-27,"EPI","0","1","P4413","Chrysochromulina laurentiana Kling","2","1","39683","10.60","10.60","623.60","39683","24.75",NA
"1421","227",2015-07-27,"EPI","0","1","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","16","39683","6.00","3.50","38.50","634928","24.44",NA
"1422","227",2015-07-27,"EPI","0","1","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","66","39683","33.60","4.00","140.70","2619078","368.50",NA
"1423","227",2015-07-27,"EPI","0","1","P6558","Cryptomonas erosa Ehrenberg","2","62","1000","25.30","14.00","1730.90","62000","107.32",NA
"1424","227",2015-07-27,"EPI","0","1","P6565","Cryptomonas rostratiformis Skuja","2","4","1000","33.00","16.00","2948.90","4000","11.80",NA
"1425","227",2015-07-27,"EPI","0","1","P6568","Katablepharis ovalis Skuja","2","12","39683","9.00","4.00","56.50","476196","26.91",NA
"1426","227",2015-07-27,"EPI","0","1","P7632","Gymnodinium sp.","2","14","1000","27.00","27.00","10306.00","14000","144.28",NA
"1427","227",2015-07-27,"EPI","0","1","P7639","Peridinium pusillum (Penard) Lemmermann","2","10","1000","18.60","18.60","3369.30","10000","33.69",NA
"1428","227",2015-07-27,"META","1","3","P1052","Limnothrix redekei (Van Goor) Meffert","2","12","39683","169.00","2.00","530.90","476196","252.81",NA
"1429","227",2015-07-27,"META","1","3","P1099","Aphanizomenon skujae Kom-Legn. & Crongerg","2","4620","39683","5.60","2.00","11.70","183335460","2145.02",NA
"1430","227",2015-07-27,"META","1","3","P1100"," Heterocycts (Aphanizomenon skujae)","2","198","39683","4.60","2.50","15.10","7857234","118.64",NA
"1431","227",2015-07-27,"META","1","3","P2105","Chlamydomonas spp.","2","26","39683","7.00","3.00","33.00","1031758","34.05",NA
"1432","227",2015-07-27,"META","1","3","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","4","39683","4.00","4.00","11.20","158732","1.78",NA
"1433","227",2015-07-27,"META","1","3","P2121","Oocystis lacustris Chodat","2","5","39683","6.00","4.00","50.30","198415","9.98",NA
"1434","227",2015-07-27,"META","1","3","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","4","39683","11.00","5.00","96.00","158732","15.24",NA
"1435","227",2015-07-27,"META","1","3","P2132","Scenedesmus denticulatus Lagerhiem","2","20","39683","10.00","5.00","87.30","793660","69.29",NA
"1436","227",2015-07-27,"META","1","3","P2136","Dictyosphaerium pulchellum Wood","2","78","39683","6.00","6.00","113.10","3095274","350.08",NA
"1437","227",2015-07-27,"META","1","3","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","6","39683","20.00","1.50","17.70","238098","4.21",NA
"1438","227",2015-07-27,"META","1","3","P2146","Crucigeniella rectangularis (Nag.) Komarek","2","10","39683","6.00","4.00","25.10","396830","9.96",NA
"1439","227",2015-07-27,"META","1","3","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","46","39683","6.00","6.00","37.70","1825418","68.82",NA
"1440","227",2015-07-27,"META","1","3","P2222","Treubaria sp.","2","2","1000","4.00","4.00","33.50","2000","0.07",NA
"1441","227",2015-07-27,"META","1","3","P2255","Selenastrum copricornutum Printz","2","162","39683","10.00","2.20","25.30","6428646","162.64",NA
"1442","227",2015-07-27,"META","1","3","P4351","Small chrysophyceae","2","2","39683","3.00","3.00","14.10","79366","1.12",NA
"1443","227",2015-07-27,"META","1","3","P4355","Chrysochromulina parva Lackey","2","582","39683","5.00","5.00","65.40","23095506","1510.45",NA
"1444","227",2015-07-27,"META","1","3","P4363","Spinifiromonas sirratus***************","2","10","39683","5.10","5.10","69.50","396830","27.58",NA
"1445","227",2015-07-27,"META","1","3","P4413","Chrysochromulina laurentiana Kling","2","3","39683","10.00","10.00","523.60","119049","62.33",NA
"1446","227",2015-07-27,"META","1","3","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","13","39683","5.30","2.60","18.80","515879","9.70",NA
"1447","227",2015-07-27,"META","1","3","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","32","39683","34.00","4.00","142.40","1269856","180.83",NA
"1448","227",2015-07-27,"META","1","3","P6558","Cryptomonas erosa Ehrenberg","2","28","1000","23.40","12.00","1176.20","28000","32.93",NA
"1449","227",2015-07-27,"META","1","3","P6568","Katablepharis ovalis Skuja","2","17","39683","5.60","4.00","21.90","674611","14.77",NA
"1450","227",2015-07-27,"META","1","3","P7632","Gymnodinium sp.","2","25","1000","26.00","26.00","9202.80","25000","230.07",NA
"1451","227",2015-07-27,"META","1","3","P7639","Peridinium pusillum (Penard) Lemmermann","2","16","1000","18.20","18.20","3156.60","16000","50.51",NA
"1452","227",2015-07-27,"META","1","3","P7641","Peridinium aciculiferum Lemmermann","2","4","1000","30.00","24.00","9047.80","4000","36.19",NA
"1453","227",2015-08-10,"EPI","0","2.25","P1052","Limnothrix redekei (Van Goor) Meffert","2","3","39683","210.00","2.00","659.70","119049","78.54",NA
"1454","227",2015-08-10,"EPI","0","2.25","P1099","Aphanizomenon skujae Kom-Legn. & Crongerg","2","3650","39683","5.00","2.00","10.50","144842950","1520.85",NA
"1455","227",2015-08-10,"EPI","0","2.25","P1100"," Heterocycts (Aphanizomenon skujae)","2","200","39683","4.70","2.50","15.40","7936600","122.22",NA
"1456","227",2015-08-10,"EPI","0","2.25","P2105","Chlamydomonas spp.","2","3","39683","7.00","3.00","33.00","119049","3.93",NA
"1457","227",2015-08-10,"EPI","0","2.25","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","4","39683","4.00","4.00","11.20","158732","1.78",NA
"1458","227",2015-08-10,"EPI","0","2.25","P2121","Oocystis lacustris Chodat","2","1","39683","6.00","4.00","50.30","39683","2.00",NA
"1459","227",2015-08-10,"EPI","0","2.25","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","15","39683","7.60","4.00","42.40","595245","25.24",NA
"1460","227",2015-08-10,"EPI","0","2.25","P2132","Scenedesmus denticulatus Lagerhiem","2","14","39683","9.00","4.00","50.30","555562","27.94",NA
"1461","227",2015-08-10,"EPI","0","2.25","P2136","Dictyosphaerium pulchellum Wood","2","312","39683","6.00","6.00","113.10","12381096","1400.30",NA
"1462","227",2015-08-10,"EPI","0","2.25","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","29","39683","18.10","1.50","16.00","1150807","18.41",NA
"1463","227",2015-08-10,"EPI","0","2.25","P2145","Crucigenia quadrata Morr.","2","46","39683","6.00","4.00","25.10","1825418","45.82",NA
"1464","227",2015-08-10,"EPI","0","2.25","P2199","Spondylosium planum (Wolle) W. and G.S. West","10","4","7184","6.00","6.00","37.70","28736","1.08",NA
"1465","227",2015-08-10,"EPI","0","2.25","P2222","Treubaria sp.","2","3","39683","3.00","3.00","14.10","119049","1.68",NA
"1466","227",2015-08-10,"EPI","0","2.25","P2235","Ankistrodesmus spiralis Lemmermann","2","4","39683","38.00","2.10","65.80","158732","10.44",NA
"1467","227",2015-08-10,"EPI","0","2.25","P2255","Selenastrum copricornutum Printz","2","673","39683","9.00","2.20","22.80","26706659","608.91",NA
"1468","227",2015-08-10,"EPI","0","2.25","P4351","Small chrysophyceae","2","12","39683","2.70","2.70","10.30","476196","4.90",NA
"1469","227",2015-08-10,"EPI","0","2.25","P4355","Chrysochromulina parva Lackey","2","139","39683","5.50","5.50","87.10","5515937","480.44",NA
"1470","227",2015-08-10,"EPI","0","2.25","P4358","Chrysostephanospaera globulifera Scherffel","2","1","39683","9.30","9.30","421.20","39683","16.71",NA
