Access Code,Common Name,Phylum,Class,Order,Suborder,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Qualifier,Description Code,Variety,Preferred,Synonym Equivalent
P5954,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Coscinodiscus,.,eccentrius,.,.,PHYT,,*,
P5956,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Corethron,.,hystrix,.,.,PHYT,,*,
P5958,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Amphipleura,.,alata,.,.,PHYT,,*,
P5960,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Amphipleura,.,kjellmanii,.,.,PHYT,,*,
P5964,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,punctulata,.,.,PHYT,,*,
P5966,,Chrysophyta,Bacillariophyceae,Rhizosoleniales,.,Chaetoceraceae,.,.,Chaetoceros,.,gracilis,.,.,PHYT,,*,
P5967,,Chrysophyta,Bacillariophyceae,Rhizosoleniales,.,Chaetoceraceae,.,.,Chaetoceros,.,diadema,.,.,PHYT,,*,
P5969,,Chrysophyta,Bacillariophyceae,Rhizosoleniales,.,Rhizosoleneae,.,.,Rhizosolenia,.,setigera,.,.,PHYT,,*,
P5974,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,longissima,.,.,PHYT,,*,
P5975,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,frigida,.,.,PHYT,,*,
P5976,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,recta,.,.,PHYT,,*,
P5977,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,hybrida,.,.,PHYT,,*,
P5980,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,islandica,.,.,PHYT,,*,
P5982,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Raphoneis,.,surirella,.,.,PHYT,,*,
P5984,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Stauroneis,.,membranacea,.,.,PHYT,,*,
P5986,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Tabellarioideae,.,.,Meridion,.,circulare,.,.,PHYT,,*,
P5987,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,vitrea,.,.,PHYT,,*,
P5999,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Gyrosigma,.,sp. a,.,.,PHYT,,*,
P6548,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Monomastigaceae,.,.,Monomastix,.,sp.,.,.,PHYT,,*,
P6549,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Rhodomonas,.,lacustris,.,.,PHYT,,*,
P6550,,Pyrrhophyta,Chloromonadophyceae,Chloromonadales,.,Monomastigaceae,.,.,Monomastix,.,opisthostigma,.,.,PHYT,,*,
P6551,,Pyrrhophyta,Chloromonadophyceae,Chloromonadales,.,Chloromonadaceae,.,.,Gonyostomun,.,semens,.,.,PHYT,,*,
P6552,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Rhodomonas,.,minuta,.,.,PHYT,nannoplanctica,*,
P6553,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Rhodomonas,.,tenuis,.,.,PHYT,,*,
P6554,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Rhodomonas,.,minuta,.,.,PHYT,,*,
P6555,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Rhodomonas,.,sp.,.,.,PHYT,,*,
P6556,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Chroomonas,.,sp.,.,.,PHYT,,*,
P6557,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,pusilla,.,.,PHYT,,*,
P6558,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,erosa,.,.,PHYT,,*,
P6559,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,ovata,.,.,PHYT,,*,
P6560,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,tenuis,.,.,PHYT,,*,
P6561,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,obovata,.,.,PHYT,,*,
P6562,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,reflexa,.,.,PHYT,,*,
P6563,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,gracilis,.,.,PHYT,,*,
P6564,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,marssonii,.,.,PHYT,,*,
P6565,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,rostratiformis,.,.,PHYT,,*,
P6566,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,sp.,.,.,PHYT,,*,
P6567,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Chilomonas,.,sp.,.,.,PHYT,,*,
P6568,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Katablepharidaceae,.,.,Katablepharis,.,ovalis,.,.,PHYT,,*,
P6569,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Senniaceae,.,.,Sennia,.,parvula,.,.,PHYT,,*,
P6570,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Katablepharidaceae,.,.,Cryptaulax,.,sp.,.,.,PHYT,,*,
P6571,,Pyrrhophyta,Cryptophyceae,Cryptomonadales,.,Cryptomonadaceae,.,.,Chroomonas,.,acuta,.,.,PHYT,,*,
P7625,Skuja,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gymnodinium,.,ordinatum,.,.,PHYT,,*,
P7626,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Amphidinium,.,sp.,.,.,PHYT,,*,
P7627,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gymnodinium,.,fuscum,.,.,PHYT,,*,
P7628,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gymnodinium,.,mirabile,.,.,PHYT,,*,
P7629,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gymnodinium,.,palustre,.,.,PHYT,,*,
P7630,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gymnodinium,.,lacustre,.,.,PHYT,,*,
P7631,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gymnodinium,.,helveticum,.,.,PHYT,,*,
P7632,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gymnodinium,.,sp.,.,.,PHYT,,*,
P7633,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Glenodiniaceae,.,.,Glenodinium,.,spp.,.,.,PHYT,,*,
P7634,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,cinctum,.,.,PHYT,,*,
P7635,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,willei,.,.,PHYT,,*,
P7636,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,palustre,.,.,PHYT,,*,
P7637,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,limbatum,.,.,PHYT,,*,
P7638,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,inconspicuum,.,.,PHYT,,*,
P7639,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,pusillum,.,.,PHYT,,*,
P7640,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,goslaviense,.,.,PHYT,,*,
P7641,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,aciculiferum,.,.,PHYT,,*,
P7642,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,wisconsiense,.,.,PHYT,,*,
P7643,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,sp.,.,.,PHYT,,*,
P7644,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Ceratiaceae,.,.,Ceratium,.,hirundenella,.,.,PHYT,,*,
P7645,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Ceratiaceae,.,.,Ceratium,.,cornutum,.,.,PHYT,,*,
P7646,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gymnodinium,.,varians,.,.,PHYT,,*,
P7647,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,pellucidum,.,.,PHYT,,*,
P7649,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Ceratiaceae,.,.,Ceratium,.,bucephalum,.,.,PHYT,,*,
P7650,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Ceratiaceae,.,.,Ceratium,.,longirostrum,.,.,PHYT,,*,
P7653,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Peridinium,.,umbonatum,.,.,PHYT,,*,
P7654,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gymnodinium,.,inversum,.,.,PHYT,,*,
P7777,,Pyrrhophyta,Dinophyceae,Peridiniales,.,Peridiniaceae,.,.,Dinoflagellate,.,cysts,.,.,PHYT,,*,
P7907,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gymnodinium,.,splendens,.,.,PHYT,,*,
P7909,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Amphidinium,.,sphenoides,.,.,PHYT,,*,
P7913,,Pyrrhophyta,Dinophyceae,Gymnodiniales,.,Gymnodinaceae,.,.,Gyrodinium,.,sp.,.,.,PHYT,,*,
