,,,Start,End,Species ,,Subsample ,Raw cell,microscope,length,width,cell volume,density,biomass,
227,2015-08-10,META,2.25,4,2136,Dictyosphaerium pulchellum Wood,2,202,39683,6.00,6.00,113.10,8015966,906.61,IISD
227,2015-08-10,META,2.25,4,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,19,39683,21.00,1.50,18.60,753977,14.02,IISD
227,2015-08-10,META,2.25,4,2146,Crucigeniella rectangularis (Nag.) Komarek,2,23,39683,6.00,4.00,25.10,912709,22.91,IISD
227,2015-08-10,META,2.25,4,2199,Spondylosium planum (Wolle) W. and G.S. West,2,6,39683,6.00,6.00,37.70,238098,8.98,IISD
227,2015-08-10,META,2.25,4,2222,Treubaria sp.,2,3,39683,3.00,3.00,14.10,119049,1.68,IISD
227,2015-08-10,META,2.25,4,2235,Ankistrodesmus spiralis Lemmermann,2,10,39683,34.00,2.20,64.60,396830,25.64,IISD
227,2015-08-10,META,2.25,4,2255,Selenastrum copricornutum Printz,2,462,39683,8.60,2.20,21.80,18333546,399.67,IISD
227,2015-08-10,META,2.25,4,4351,Small chrysophyceae,2,11,39683,3.20,3.20,17.20,436513,7.51,IISD
227,2015-08-10,META,2.25,4,4355,Chrysochromulina parva Lackey,2,49,39683,5.30,5.30,78.00,1944467,151.67,IISD
227,2015-08-10,META,2.25,4,4363,Spinifiromonas sirratus***************,2,4,39683,5.20,5.20,73.60,158732,11.68,IISD
227,2015-08-10,META,2.25,4,4400,Ochromonas sp.,2,2,39683,7.90,4.00,66.20,79366,5.25,IISD
227,2015-08-10,META,2.25,4,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,1,39683,6.00,4.00,50.30,39683,2.00,IISD
227,2015-08-10,META,2.25,4,5511,Rhizosolenia eriense H.L. Smith,2,6,39683,11.00,3.00,77.80,238098,18.52,IISD
227,2015-08-10,META,2.25,4,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,81,39683,31.00,4.00,129.90,3214323,417.54,IISD
227,2015-08-10,META,2.25,4,6558,Cryptomonas erosa Ehrenberg,2,56,1000,26.00,14.00,1778.80,56000,99.61,IISD
227,2015-08-10,META,2.25,4,6559,Cryptomonas ovata Ehrenberg,2,15,1000,43.00,20.00,6003.90,15000,90.06,IISD
227,2015-08-10,META,2.25,4,6565,Cryptomonas rostratiformis Skuja,2,9,1000,31.00,14.00,2120.90,9000,19.09,IISD
227,2015-08-10,META,2.25,4,6568,Katablepharis ovalis Skuja,2,11,39683,9.00,4.00,56.50,436513,24.66,IISD
227,2015-08-10,META,2.25,4,7632,Gymnodinium sp.,2,12,1000,29.30,29.30,13170.50,12000,158.05,IISD
227,2015-08-10,META,2.25,4,7639,Peridinium pusillum (Penard) Lemmermann,2,5,1000,18.00,18.00,3053.60,5000,15.27,IISD
227,2015-08-10,META,2.25,4,7641,Peridinium aciculiferum Lemmermann,2,5,1000,30.00,24.00,9047.80,5000,45.24,IISD
227,2015-08-24,EPI,0,3,1052,Limnothrix redekei (Van Goor) Meffert,2,18,39683,210.00,2.00,659.70,714294,471.22,IISD
227,2015-08-24,EPI,0,3,1099,Aphanizomenon skujae Kom-Legn. & Crongerg,2,36.2,39683,5.00,2.00,10.50,1436524.6,15.08,IISD
227,2015-08-24,EPI,0,3,1100, Heterocycts (Aphanizomenon skujae),2,189,39683,4.40,2.50,14.40,7500087,108.00,IISD
227,2015-08-24,EPI,0,3,2105,Chlamydomonas spp.,2,9,39683,9.30,4.00,77.90,357147,27.82,IISD
227,2015-08-24,EPI,0,3,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,4,39683,4.00,4.00,11.20,158732,1.78,IISD
227,2015-08-24,EPI,0,3,2121,Oocystis lacustris Chodat,2,2,39683,6.00,4.00,50.30,79366,3.99,IISD
227,2015-08-24,EPI,0,3,2126,Chodatella sp.,2,4,39683,6.00,4.00,50.30,158732,7.98,IISD
227,2015-08-24,EPI,0,3,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,3,39683,9.00,5.00,78.50,119049,9.35,IISD
227,2015-08-24,EPI,0,3,2132,Scenedesmus denticulatus Lagerhiem,2,14,39683,10.00,5.00,87.30,555562,48.50,IISD
227,2015-08-24,EPI,0,3,2136,Dictyosphaerium pulchellum Wood,2,239,39683,6.00,6.00,113.10,9484237,1072.67,IISD
227,2015-08-24,EPI,0,3,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,22,39683,19.00,1.50,16.80,873026,14.67,IISD
227,2015-08-24,EPI,0,3,2145,Crucigenia quadrata Morr.,2,54,39683,6.00,4.00,25.10,2142882,53.79,IISD
227,2015-08-24,EPI,0,3,2199,Spondylosium planum (Wolle) W. and G.S. West,2,3,39683,6.00,6.00,37.70,119049,4.49,IISD
227,2015-08-24,EPI,0,3,2235,Ankistrodesmus spiralis Lemmermann,2,21,39683,26.00,2.20,49.40,833343,41.17,IISD
227,2015-08-24,EPI,0,3,2255,Selenastrum copricornutum Printz,2,1148,39683,8.60,2.20,21.80,45556084,993.12,IISD
227,2015-08-24,EPI,0,3,4351,Small chrysophyceae,2,7,39683,3.00,3.00,14.10,277781,3.92,IISD
227,2015-08-24,EPI,0,3,4355,Chrysochromulina parva Lackey,2,29,39683,5.00,5.00,65.40,1150807,75.26,IISD
227,2015-08-24,EPI,0,3,4358,Chrysostephanospaera globulifera Scherffel,2,1,39683,8.80,8.80,356.80,39683,14.16,IISD
227,2015-08-24,EPI,0,3,4363,Spinifiromonas sirratus***************,2,3,39683,5.30,5.30,78.00,119049,9.29,IISD
227,2015-08-24,EPI,0,3,4413,Chrysochromulina laurentiana Kling,2,1,39683,11.00,11.00,696.90,39683,27.66,IISD
227,2015-08-24,EPI,0,3,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,3,39683,5.10,2.60,18.10,119049,2.15,IISD
227,2015-08-24,EPI,0,3,5511,Rhizosolenia eriense H.L. Smith,2,1,39683,12.00,3.00,84.80,39683,3.37,IISD
227,2015-08-24,EPI,0,3,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,9,39683,32.60,4.00,136.60,357147,48.79,IISD
227,2015-08-24,EPI,0,3,6558,Cryptomonas erosa Ehrenberg,2,53,1000,22.60,12.00,1136.00,53000,60.21,IISD
227,2015-08-24,EPI,0,3,6568,Katablepharis ovalis Skuja,2,7,39683,9.00,4.00,56.50,277781,15.69,IISD
227,2015-08-24,EPI,0,3,7632,Gymnodinium sp.,2,4,1000,26.00,26.00,9202.80,4000,36.81,IISD
227,2015-08-24,EPI,0,3,7639,Peridinium pusillum (Penard) Lemmermann,2,2,1000,17.40,17.40,2758.30,2000,5.52,IISD
227,2015-08-24,EPI,0,3,7641,Peridinium aciculiferum Lemmermann,2,8,1000,30.00,24.00,9047.80,8000,72.38,IISD
227,2015-08-24,META,3,3.75,1052,Limnothrix redekei (Van Goor) Meffert,2,1,39683,200.00,2.00,628.30,39683,24.93,IISD
227,2015-08-24,META,3,3.75,1099,Aphanizomenon skujae Kom-Legn. & Crongerg,2,3199,39683,5.00,2.00,10.50,126945917,1332.93,IISD
227,2015-08-24,META,3,3.75,1100, Heterocycts (Aphanizomenon skujae),2,248,39683,4.50,2.50,14.70,9841384,144.67,IISD
227,2015-08-24,META,3,3.75,2105,Chlamydomonas spp.,2,8,39683,10.00,5.00,130.90,317464,41.56,IISD
227,2015-08-24,META,3,3.75,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,9,39683,4.00,4.00,11.20,357147,4.00,IISD
227,2015-08-24,META,3,3.75,2121,Oocystis lacustris Chodat,2,2,39683,6.00,4.00,50.30,79366,3.99,IISD
227,2015-08-24,META,3,3.75,2126,Chodatella sp.,2,3,39683,6.00,4.00,50.30,119049,5.99,IISD
227,2015-08-24,META,3,3.75,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,4,39683,11.00,5.00,96.00,158732,15.24,IISD
227,2015-08-24,META,3,3.75,2132,Scenedesmus denticulatus Lagerhiem,2,17,39683,10.00,4.00,55.90,674611,37.71,IISD
227,2015-08-24,META,3,3.75,2136,Dictyosphaerium pulchellum Wood,2,449,39683,6.00,6.00,113.10,17817667,2015.18,IISD
227,2015-08-24,META,3,3.75,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,22,39683,22.00,1.50,19.40,873026,16.94,IISD
227,2015-08-24,META,3,3.75,2146,Crucigeniella rectangularis (Nag.) Komarek,2,15,39683,6.00,4.00,25.10,595245,14.94,IISD
227,2015-08-24,META,3,3.75,2199,Spondylosium planum (Wolle) W. and G.S. West,2,2,39683,6.00,6.00,37.70,79366,2.99,IISD
227,2015-08-24,META,3,3.75,2222,Treubaria sp.,2,2,39683,3.00,3.00,14.10,79366,1.12,IISD
227,2015-08-24,META,3,3.75,2235,Ankistrodesmus spiralis Lemmermann,2,12,39683,26.00,2.10,45.00,476196,21.43,IISD
227,2015-08-24,META,3,3.75,2255,Selenastrum copricornutum Printz,2,1354,39683,8.10,2.10,18.70,53730782,1004.77,IISD
227,2015-08-24,META,3,3.75,4351,Small chrysophyceae,2,1,39683,3.20,3.20,17.20,39683,0.68,IISD
227,2015-08-24,META,3,3.75,4355,Chrysochromulina parva Lackey,2,24,39683,5.00,5.00,65.40,952392,62.29,IISD
227,2015-08-24,META,3,3.75,4363,Spinifiromonas sirratus***************,2,2,39683,5.10,5.10,69.50,79366,5.52,IISD
227,2015-08-24,META,3,3.75,4413,Chrysochromulina laurentiana Kling,2,1,39683,10.00,10.00,523.60,39683,20.78,IISD
227,2015-08-24,META,3,3.75,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,1,39683,5.00,3.20,26.80,39683,1.06,IISD
227,2015-08-24,META,3,3.75,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,5,39683,33.00,4.00,138.20,198415,27.42,IISD
227,2015-08-24,META,3,3.75,6558,Cryptomonas erosa Ehrenberg,2,53,1000,24.50,12.00,1231.50,53000,65.27,IISD
227,2015-08-24,META,3,3.75,6559,Cryptomonas ovata Ehrenberg,2,28,1000,40.00,18.00,4523.90,28000,126.67,IISD
227,2015-08-24,META,3,3.75,6565,Cryptomonas rostratiformis Skuja,2,2,1000,29.00,14.00,1984.10,2000,3.97,IISD
227,2015-08-24,META,3,3.75,6568,Katablepharis ovalis Skuja,2,1,39683,7.60,4.00,40.30,39683,1.60,IISD
227,2015-08-24,META,3,3.75,7632,Gymnodinium sp.,2,6,1000,31.00,31.00,15598.50,6000,93.59,IISD
227,2015-08-24,META,3,3.75,7639,Peridinium pusillum (Penard) Lemmermann,2,2,1000,16.80,16.80,2482.70,2000,4.97,IISD
227,2015-08-24,META,3,3.75,7641,Peridinium aciculiferum Lemmermann,2,2,1000,30.00,24.00,9047.80,2000,18.10,IISD
227,2015-09-08,EPI,0,1.5,1052,Limnothrix redekei (Van Goor) Meffert,2,75,39683,186.00,2.00,584.30,2976225,1739.01,DFO
227,2015-09-08,EPI,0,1.5,1099,Aphanizomenon skujae Kom-Legn. & Crongerg,2,6063,39683,5.00,2.00,10.50,240598029,2526.28,DFO
227,2015-09-08,EPI,0,1.5,1100, Heterocycts (Aphanizomenon skujae),2,274,39683,4.80,2.50,15.70,10873142,170.71,DFO
227,2015-09-08,EPI,0,1.5,2105,Chlamydomonas spp.,2,1,39683,7.00,3.00,33.00,39683,1.31,DFO
227,2015-09-08,EPI,0,1.5,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,12,39683,4.00,4.00,11.20,476196,5.33,DFO
227,2015-09-08,EPI,0,1.5,2121,Oocystis lacustris Chodat,2,10,39683,6.00,4.00,50.30,396830,19.96,DFO
227,2015-09-08,EPI,0,1.5,2126,Chodatella sp.,2,5,39683,6.00,4.00,50.30,198415,9.98,DFO
227,2015-09-08,EPI,0,1.5,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,9,39683,7.00,4.00,39.10,357147,13.96,DFO
227,2015-09-08,EPI,0,1.5,2132,Scenedesmus denticulatus Lagerhiem,2,56,39683,9.30,4.00,51.90,2222248,115.33,DFO
227,2015-09-08,EPI,0,1.5,2136,Dictyosphaerium pulchellum Wood,2,160,39683,6.00,6.00,113.10,6349280,718.10,DFO
227,2015-09-08,EPI,0,1.5,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,90,39683,20.00,1.50,17.70,3571470,63.22,DFO
227,2015-09-08,EPI,0,1.5,2146,Crucigeniella rectangularis (Nag.) Komarek,2,8,39683,6.00,4.00,25.10,317464,7.97,DFO
227,2015-09-08,EPI,0,1.5,2199,Spondylosium planum (Wolle) W. and G.S. West,2,2,39683,6.00,6.00,37.70,79366,2.99,DFO
227,2015-09-08,EPI,0,1.5,2235,Ankistrodesmus spiralis Lemmermann,2,22,39683,26.00,2.00,40.80,873026,35.62,DFO
227,2015-09-08,EPI,0,1.5,2255,Selenastrum copricornutum Printz,2,3586,39683,8.30,2.00,17.40,142303238,2476.08,DFO
227,2015-09-08,EPI,0,1.5,4351,Small chrysophyceae,2,1,39683,3.00,3.00,14.10,39683,0.56,DFO
227,2015-09-08,EPI,0,1.5,4355,Chrysochromulina parva Lackey,2,3,39683,5.00,5.00,65.40,119049,7.79,DFO
227,2015-09-08,EPI,0,1.5,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,1,39683,6.00,3.20,32.20,39683,1.28,DFO
227,2015-09-08,EPI,0,1.5,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,5,39683,33.00,4.00,138.20,198415,27.42,DFO
227,2015-09-08,EPI,0,1.5,6558,Cryptomonas erosa Ehrenberg,2,137,1000,23.20,12.00,1166.20,137000,159.77,DFO
227,2015-09-08,EPI,0,1.5,6565,Cryptomonas rostratiformis Skuja,2,10,1000,31.00,14.00,2120.90,10000,21.21,DFO
227,2015-09-08,EPI,0,1.5,6568,Katablepharis ovalis Skuja,2,3,39683,8.60,4.00,51.60,119049,6.14,DFO
227,2015-09-08,EPI,0,1.5,7632,Gymnodinium sp.,2,6,1000,26.00,26.00,9202.80,6000,55.22,DFO
227,2015-09-08,EPI,0,1.5,7639,Peridinium pusillum (Penard) Lemmermann,2,1,1000,15.50,15.50,1949.80,1000,1.95,DFO
227,2015-09-08,EPI,0,1.5,7641,Peridinium aciculiferum Lemmermann,2,6,1000,30.00,24.00,9047.80,6000,54.29,DFO
227,2015-09-08,META,1.5,3,1052,Limnothrix redekei (Van Goor) Meffert,2,37,39683,200.00,2.00,628.30,1468271,922.51,IISD
227,2015-09-08,META,1.5,3,1099,Aphanizomenon skujae Kom-Legn. & Crongerg,2,4331,39683,5.00,2.00,10.50,171867073,1804.60,IISD
227,2015-09-08,META,1.5,3,1100, Heterocycts (Aphanizomenon skujae),2,175,39683,4.70,2.50,15.40,6944525,106.95,IISD
227,2015-09-08,META,1.5,3,2105,Chlamydomonas spp.,2,15,39683,7.00,3.00,33.00,595245,19.64,IISD
227,2015-09-08,META,1.5,3,2121,Oocystis lacustris Chodat,2,12,39683,6.00,4.00,50.30,476196,23.95,IISD
227,2015-09-08,META,1.5,3,2126,Chodatella sp.,2,7,39683,6.00,4.00,50.30,277781,13.97,IISD
227,2015-09-08,META,1.5,3,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,12,39683,6.00,4.00,33.50,476196,15.95,IISD
227,2015-09-08,META,1.5,3,2132,Scenedesmus denticulatus Lagerhiem,2,35,39683,8.00,4.00,44.70,1388905,62.08,IISD
227,2015-09-08,META,1.5,3,2136,Dictyosphaerium pulchellum Wood,2,217,39683,6.00,6.00,113.10,8611211,973.93,IISD
227,2015-09-08,META,1.5,3,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,30,39683,18.00,1.50,15.90,1190490,18.93,IISD
227,2015-09-08,META,1.5,3,2146,Crucigeniella rectangularis (Nag.) Komarek,2,56,39683,6.00,4.00,25.10,2222248,55.78,IISD
227,2015-09-08,META,1.5,3,2199,Spondylosium planum (Wolle) W. and G.S. West,2,2,39683,6.00,6.00,37.70,79366,2.99,IISD
227,2015-09-08,META,1.5,3,2235,Ankistrodesmus spiralis Lemmermann,2,28,39683,26.00,2.00,40.80,1111124,45.33,IISD
227,2015-09-08,META,1.5,3,2255,Selenastrum copricornutum Printz,2,1066,39683,7.60,2.00,15.90,42302078,672.60,IISD
227,2015-09-08,META,1.5,3,4351,Small chrysophyceae,2,4,39683,4.00,4.00,33.50,158732,5.32,IISD
227,2015-09-08,META,1.5,3,4355,Chrysochromulina parva Lackey,2,1,39683,5.00,5.00,65.40,39683,2.60,IISD
227,2015-09-08,META,1.5,3,4400,Ochromonas sp.,2,1,39683,8.30,5.00,108.60,39683,4.31,IISD
227,2015-09-08,META,1.5,3,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,5,39683,5.60,3.00,26.40,198415,5.24,IISD
227,2015-09-08,META,1.5,3,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,6,39683,31.00,4.00,129.90,238098,30.93,IISD
227,2015-09-08,META,1.5,3,6558,Cryptomonas erosa Ehrenberg,2,55,1000,23.60,12.00,1186.30,55000,65.25,IISD
227,2015-09-08,META,1.5,3,6559,Cryptomonas ovata Ehrenberg,2,9,1000,40.00,20.00,5585.10,9000,50.27,IISD
227,2015-09-08,META,1.5,3,6565,Cryptomonas rostratiformis Skuja,2,3,1000,31.00,14.00,2120.90,3000,6.36,IISD
227,2015-09-08,META,1.5,3,6568,Katablepharis ovalis Skuja,2,5,39683,8.30,4.00,48.10,198415,9.54,IISD
227,2015-09-08,META,1.5,3,7632,Gymnodinium sp.,2,11,1000,27.00,27.00,10306.00,11000,113.37,IISD
227,2015-09-08,META,1.5,3,7639,Peridinium pusillum (Penard) Lemmermann,2,3,1000,18.60,18.60,3369.30,3000,10.11,IISD
227,2015-09-08,META,1.5,3,7641,Peridinium aciculiferum Lemmermann,2,17,1000,30.00,24.00,9047.80,17000,153.81,IISD
227,2015-09-21,EPI,0,2.5,1052,Limnothrix redekei (Van Goor) Meffert,2,40,39683,200.00,2.00,628.30,1587320,997.31,IISD
227,2015-09-21,EPI,0,2.5,1054,Planktolyngbya limnetica,2,64,39683,193.00,1.80,491.10,2539712,1247.25,IISD
227,2015-09-21,EPI,0,2.5,1099,Aphanizomenon skujae Kom-Legn. & Crongerg,2,4116,39683,5.00,2.00,10.50,163335228,1715.02,IISD
227,2015-09-21,EPI,0,2.5,1100, Heterocycts (Aphanizomenon skujae),2,147,39683,4.50,2.40,13.60,5833401,79.33,IISD
227,2015-09-21,EPI,0,2.5,2105,Chlamydomonas spp.,2,12,39683,6.00,3.00,28.30,476196,13.48,IISD
227,2015-09-21,EPI,0,2.5,2121,Oocystis lacustris Chodat,2,2,39683,6.00,4.00,50.30,79366,3.99,IISD
227,2015-09-21,EPI,0,2.5,2126,Chodatella sp.,2,4,39683,6.00,4.00,50.30,158732,7.98,IISD
227,2015-09-21,EPI,0,2.5,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,16,39683,7.00,4.00,39.10,634928,24.83,IISD
227,2015-09-21,EPI,0,2.5,2132,Scenedesmus denticulatus Lagerhiem,2,80,39683,9.00,5.00,78.50,3174640,249.21,IISD
227,2015-09-21,EPI,0,2.5,2136,Dictyosphaerium pulchellum Wood,2,202,39683,6.00,6.00,113.10,8015966,906.61,IISD
227,2015-09-21,EPI,0,2.5,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,20,39683,21.00,1.50,18.60,793660,14.76,IISD
227,2015-09-21,EPI,0,2.5,2146,Crucigeniella rectangularis (Nag.) Komarek,2,36,39683,6.00,4.00,25.10,1428588,35.86,IISD
227,2015-09-21,EPI,0,2.5,2199,Spondylosium planum (Wolle) W. and G.S. West,2,1,39683,6.00,6.00,37.70,39683,1.50,IISD
227,2015-09-21,EPI,0,2.5,2235,Ankistrodesmus spiralis Lemmermann,2,16,39683,24.60,2.00,38.60,634928,24.51,IISD
227,2015-09-21,EPI,0,2.5,2255,Selenastrum copricornutum Printz,2,1629,39683,8.90,2.00,18.60,64643607,1202.37,IISD
227,2015-09-21,EPI,0,2.5,4351,Small chrysophyceae,2,2,39683,3.00,3.00,14.10,79366,1.12,IISD
227,2015-09-21,EPI,0,2.5,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,5,39683,5.00,3.00,23.60,198415,4.68,IISD
227,2015-09-21,EPI,0,2.5,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,10,39683,33.00,4.00,138.20,396830,54.84,IISD
227,2015-09-21,EPI,0,2.5,6558,Cryptomonas erosa Ehrenberg,2,160,1000,25.30,12.00,1271.70,160000,203.47,IISD
227,2015-09-21,EPI,0,2.5,6565,Cryptomonas rostratiformis Skuja,2,25,1000,30.00,14.00,2052.50,25000,51.31,IISD
227,2015-09-21,EPI,0,2.5,6568,Katablepharis ovalis Skuja,2,1,39683,8.60,4.00,51.60,39683,2.05,IISD
227,2015-09-21,EPI,0,2.5,7632,Gymnodinium sp.,2,3,1000,30.00,30.00,14137.20,3000,42.41,IISD
227,2015-09-21,EPI,0,2.5,7641,Peridinium aciculiferum Lemmermann,2,3,1000,30.00,24.00,9047.80,3000,27.14,IISD
227,2015-09-21,META,2.5,3,1052,Limnothrix redekei (Van Goor) Meffert,2,36,39683,200.00,2.00,628.30,1428588,897.58,IISD
227,2015-09-21,META,2.5,3,1054,Planktolyngbya limnetica,2,39,39683,200.00,1.80,508.90,1547637,787.59,IISD
227,2015-09-21,META,2.5,3,1099,Aphanizomenon skujae Kom-Legn. & Crongerg,2,3517,39683,5.00,2.00,10.50,139565111,1465.43,IISD
227,2015-09-21,META,2.5,3,1100, Heterocycts (Aphanizomenon skujae),2,106,39683,5.00,2.50,16.40,4206398,68.98,IISD
227,2015-09-21,META,2.5,3,2105,Chlamydomonas spp.,2,4,39683,7.00,3.00,33.00,158732,5.24,IISD
227,2015-09-21,META,2.5,3,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,8,39683,4.00,4.00,11.20,317464,3.56,IISD
227,2015-09-21,META,2.5,3,2121,Oocystis lacustris Chodat,2,6,39683,6.00,4.00,50.30,238098,11.98,IISD
227,2015-09-21,META,2.5,3,2126,Chodatella sp.,2,10,39683,6.00,4.00,50.30,396830,19.96,IISD
227,2015-09-21,META,2.5,3,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,12,39683,7.00,4.00,39.10,476196,18.62,IISD
227,2015-09-21,META,2.5,3,2132,Scenedesmus denticulatus Lagerhiem,2,106,39683,10.00,5.00,87.30,4206398,367.22,IISD
227,2015-09-21,META,2.5,3,2136,Dictyosphaerium pulchellum Wood,2,164,39683,6.00,6.00,113.10,6508012,736.06,IISD
227,2015-09-21,META,2.5,3,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,26,39683,19.00,1.50,16.80,1031758,17.33,IISD
227,2015-09-21,META,2.5,3,2146,Crucigeniella rectangularis (Nag.) Komarek,2,26,39683,6.00,4.00,25.10,1031758,25.90,IISD
227,2015-09-21,META,2.5,3,2199,Spondylosium planum (Wolle) W. and G.S. West,2,2,39683,6.00,6.00,37.70,79366,2.99,IISD
227,2015-09-21,META,2.5,3,2235,Ankistrodesmus spiralis Lemmermann,2,19,39683,26.00,2.20,49.40,753977,37.25,IISD
227,2015-09-21,META,2.5,3,2255,Selenastrum copricornutum Printz,2,2146,39683,8.90,2.00,18.60,85159718,1583.97,IISD
227,2015-09-21,META,2.5,3,4351,Small chrysophyceae,2,2,39683,3.00,3.00,14.10,79366,1.12,IISD
227,2015-09-21,META,2.5,3,4355,Chrysochromulina parva Lackey,2,5,39683,5.00,5.00,65.40,198415,12.98,IISD
227,2015-09-21,META,2.5,3,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,4,39683,6.00,3.20,32.20,158732,5.11,IISD
227,2015-09-21,META,2.5,3,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,12,39683,33.00,4.00,138.20,476196,65.81,IISD
227,2015-09-21,META,2.5,3,6558,Cryptomonas erosa Ehrenberg,2,97,1000,24.60,12.00,1236.50,97000,119.94,IISD
227,2015-09-21,META,2.5,3,6559,Cryptomonas ovata Ehrenberg,2,10,1000,40.00,20.00,5585.10,10000,55.85,IISD
227,2015-09-21,META,2.5,3,6565,Cryptomonas rostratiformis Skuja,2,16,1000,31.00,14.00,2120.90,16000,33.93,IISD
227,2015-09-21,META,2.5,3,6568,Katablepharis ovalis Skuja,2,4,39683,8.20,4.00,46.90,158732,7.44,IISD
227,2015-09-21,META,2.5,3,7632,Gymnodinium sp.,2,2,1000,29.00,29.00,12770.10,2000,25.54,IISD
227,2015-09-21,META,2.5,3,7639,Peridinium pusillum (Penard) Lemmermann,2,2,1000,18.10,18.10,3104.80,2000,6.21,IISD
227,2015-09-21,META,2.5,3,7641,Peridinium aciculiferum Lemmermann,2,6,1000,30.00,24.00,9047.80,6000,54.29,IISD
227,2015-10-05,EPI,0,3.5,1052,Limnothrix redekei (Van Goor) Meffert,2,11,39683,200.00,2.00,628.30,436513,274.26,DFO
227,2015-10-05,EPI,0,3.5,1054,Planktolyngbya limnetica,2,46,39683,210.00,1.80,534.40,1825418,975.50,DFO
227,2015-10-05,EPI,0,3.5,1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,2,1,1000,0.00,0.00,2500.00,1000,2.50,DFO
227,2015-10-05,EPI,0,3.5,1099,Aphanizomenon skujae Kom-Legn. & Crongerg,2,1806,39683,4.90,2.00,10.30,71667498,738.18,DFO
227,2015-10-05,EPI,0,3.5,1100, Heterocycts (Aphanizomenon skujae),2,56,39683,4.50,2.50,14.70,2222248,32.67,DFO
227,2015-10-05,EPI,0,3.5,2105,Chlamydomonas spp.,2,14,39683,8.00,3.00,37.70,555562,20.94,DFO
227,2015-10-05,EPI,0,3.5,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,4,39683,4.00,4.00,11.20,158732,1.78,DFO
227,2015-10-05,EPI,0,3.5,2121,Oocystis lacustris Chodat,2,12,39683,6.00,4.00,50.30,476196,23.95,DFO
227,2015-10-05,EPI,0,3.5,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,10,39683,7.00,4.00,39.10,396830,15.52,DFO
227,2015-10-05,EPI,0,3.5,2132,Scenedesmus denticulatus Lagerhiem,2,2,39683,9.00,4.00,50.30,79366,3.99,DFO
227,2015-10-05,EPI,0,3.5,2136,Dictyosphaerium pulchellum Wood,2,304,39683,6.00,6.00,113.10,12063632,1364.40,DFO
227,2015-10-05,EPI,0,3.5,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,8,39683,18.00,1.50,15.90,317464,5.05,DFO
227,2015-10-05,EPI,0,3.5,2235,Ankistrodesmus spiralis Lemmermann,2,1,39683,31.00,2.20,58.90,39683,2.34,DFO
227,2015-10-05,EPI,0,3.5,2255,Selenastrum copricornutum Printz,2,430,39683,8.10,2.10,18.70,17063690,319.09,DFO
227,2015-10-05,EPI,0,3.5,2505,Phacotus lenticularis,2,65,1000,29.60,29.60,13579.20,65000,882.65,DFO
227,2015-10-05,EPI,0,3.5,4351,Small chrysophyceae,2,11,39683,2.90,2.90,12.80,436513,5.59,DFO
227,2015-10-05,EPI,0,3.5,4355,Chrysochromulina parva Lackey,2,6,39683,5.00,5.00,65.40,238098,15.57,DFO
227,2015-10-05,EPI,0,3.5,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,6,39683,5.60,3.00,26.40,238098,6.29,DFO
227,2015-10-05,EPI,0,3.5,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,3,39683,31.00,4.00,129.90,119049,15.46,DFO
227,2015-10-05,EPI,0,3.5,6558,Cryptomonas erosa Ehrenberg,2,105,1000,25.20,12.00,1266.70,105000,133.00,DFO
